W	48301080576	262144
W	35071197184	262144
W	42293264384	262144
W	28016640000	262144
W	16564617216	262144
R	49604919296	65536
W	45848723456	262144
R	51506970624	131072
R	49026342912	4096
W	35251552256	262144
W	2251554816	262144
R	51334217728	131072
W	32364298240	262144
W	8739094528	262144
W	8324382720	262144
R	48782258176	4096
R	9928364032	4096
R	50881200128	4096
W	4385931264	262144
W	42738384896	262144
R	50080972800	65536
R	2251730944	4096
W	24374673408	262144
R	24148836352	131072
W	48493756416	262144
W	22528917504	262144
W	29253435392	262144
W	28025028608	262144
R	5518524416	131072
R	19501154304	65536
W	3547332608	262144
R	45848727552	4096
W	25263341568	262144
W	28187557888	262144
W	3244556288	262144
W	48422191104	262144
R	21468581888	4096
R	35312369664	131072
W	3608150016	262144
R	27219406848	4096
W	133431296	262144
R	42684514304	65536
W	29753344000	262144
R	19781595136	4096
R	43145998336	4096
W	12704284672	262144
W	6874988544	262144
R	10370416640	131072
W	20985413632	262144
R	27219406848	4096
W	43838078976	262144
W	15798894592	262144
W	31351111680	262144
R	31381913600	131072
W	43589828608	262144
W	15357181952	262144
W	8142716928	262144
R	15268052992	131072
R	15268098048	4096
W	32446087168	262144
W	9849274368	262144
W	42863165440	262144
W	45716340736	262144
W	7756316672	262144
W	26817855488	262144
W	4287365120	262144
R	49622294528	4096
R	30473125888	65536
R	16443858944	4096
W	22099001344	262144
R	42293276672	4096
W	215744512	262144
W	14221312000	262144
W	45757497344	262144
W	50007375872	262144
W	14045151232	262144
W	9625141248	262144
W	5976621056	262144
W	18999934976	262144
W	29561454592	262144
R	44563496960	65536
W	23748149248	262144
R	52040630272	65536
W	47534833664	262144
W	43781455872	262144
R	43742396416	131072
R	30473060352	131072
W	15118630912	262144
R	27985182720	65536
W	15826419712	262144
W	52336787456	262144
W	19100336128	262144
R	45757497344	131072
W	14405599232	262144
R	3957325824	131072
W	7794851840	262144
W	14130872320	262144
W	15121776640	262144
W	33079951360	262144
R	24262082560	131072
R	14221549568	4096
W	30740316160	262144
W	25495601152	262144
R	30686519296	4096
W	12593659904	262144
W	10165944320	262144
W	26718502912	262144
R	6481903616	131072
W	23538171904	262144
W	40948203520	262144
W	29155917824	262144
W	21714173952	262144
R	15391477760	4096
W	5975834624	262144
W	13855096832	262144
W	14229962752	262144
W	13590331392	262144
R	45265190912	131072
R	28025159680	131072
R	2873991168	4096
W	18160025600	262144
W	23880269824	262144
R	20161744896	4096
W	24656740352	262144
W	42484629504	262144
W	3492544512	262144
W	45980057600	262144
R	30473060352	131072
R	17230331904	131072
W	40878997504	262144
R	10558636032	131072
R	6276382720	4096
R	42340319232	131072
R	10558636032	65536
R	13590331392	131072
W	40554463232	262144
W	17487364096	262144
W	25181290496	262144
R	39626969088	4096
W	36050305024	262144
R	29561487360	4096
W	52480966656	262144
W	46195277824	262144
W	1079246848	262144
R	24148836352	131072
W	17165713408	262144
W	25786056704	262144
R	12655132672	131072
W	19201261568	262144
W	16431972352	262144
W	10057154560	262144
W	47597748224	262144
W	876609536	262144
W	17990942720	262144
W	25825378304	262144
R	29753344000	131072
R	25338183680	65536
W	8773173248	262144
R	17991184384	4096
W	17188519936	262144
R	29706747904	65536
R	40905998336	65536
R	39626932224	65536
R	47415754752	65536
R	3957325824	131072
W	14760542208	262144
R	28354539520	4096
W	33454292992	262144
W	50849120256	262144
W	40821587968	262144
W	50626822144	262144
R	48422191104	131072
W	5720768512	262144
W	33543684096	262144
W	546570240	262144
W	8522825728	262144
W	27803516928	262144
W	13423345664	262144
W	41856270336	262144
R	7794917376	65536
W	26201554944	262144
W	24976031744	262144
W	37397200896	262144
W	16614686720	262144
R	46922989568	65536
W	43967315968	262144
W	8717336576	262144
R	3273392128	131072
R	6875054080	65536
W	1032060928	262144
R	15229009920	4096
W	35832463360	262144
W	6714556416	262144
W	32228245504	262144
W	26730299392	262144
R	4061790208	65536
R	16614883328	65536
W	28633464832	262144
W	12299272192	262144
W	44746932224	262144
W	39582957568	262144
W	45089030144	262144
R	52040638464	4096
W	25187581952	262144
R	50626822144	131072
W	40825520128	262144
R	8717393920	4096
W	30199775232	262144
R	8717336576	65536
W	38876217344	262144
R	10370465792	4096
R	6875054080	65536
W	2407006208	262144
W	52257095680	262144
R	15118630912	131072
W	51728875520	262144
R	40105541632	131072
R	44715999232	131072
R	47549382656	131072
W	51051757568	262144
W	15699542016	262144
R	39626866688	131072
W	31419269120	262144
W	43614732288	262144
W	27476099072	262144
W	24562106368	262144
W	14065074176	262144
R	17919455232	4096
W	50538741760	262144
R	6276382720	131072
R	40554594304	131072
W	20428357632	262144
R	21139947520	131072
W	23318495232	262144
R	18991939584	131072
W	46828093440	262144
R	48206958592	4096
R	43838275584	65536
R	29753344000	131072
W	41247571968	262144
R	46195474432	65536
W	47787802624	262144
R	12932927488	4096
R	42684514304	131072
R	7756406784	4096
R	12704415744	65536
W	50772049920	262144
W	40401895424	262144
W	21551382528	262144
R	29753409536	65536
R	49622294528	4096
R	22099001344	131072
R	12685602816	4096
W	50265849856	262144
R	15699673088	65536
R	24148836352	131072
W	12631932928	262144
W	48349839360	262144
R	4726980608	131072
R	50080907264	131072
R	50265849856	131072
W	30893670400	262144
W	28932046848	262144
W	6347030528	262144
W	49469194240	262144
W	7159676928	262144
W	5964824576	262144
W	49646665728	262144
W	36601069568	262144
W	37836292096	262144
R	6272876544	4096
R	22883074048	131072
W	11246239744	262144
R	3492663296	4096
W	44998852608	262144
W	20351287296	262144
W	26767785984	262144
W	24253562880	262144
W	22355640320	262144
W	35073032192	262144
W	44763185152	262144
R	37836423168	131072
W	21272985600	262144
W	29554900992	262144
W	34844442624	262144
R	7159808000	131072
R	52326563840	131072
R	9928310784	65536
W	12564037632	262144
W	2053636096	262144
W	32471777280	262144
R	52480966656	131072
R	31381913600	131072
W	33919074304	262144
W	20469776384	262144
W	6371672064	262144
W	31665684480	262144
W	5518393344	262144
W	39757021184	262144
R	41856393216	4096
W	7428374528	262144
R	33454489600	65536
W	51816693760	262144
W	18686672896	262144
W	30388518912	262144
W	31722569728	262144
R	47415689216	131072
W	48593895424	262144
R	31395672064	4096
R	8739205120	4096
W	9345957888	262144
R	37483184128	131072
W	24852561920	262144
W	34289221632	262144
W	51663601664	262144
W	49968578560	262144
W	22042116096	262144
W	37056675840	262144
W	8907390976	262144
W	27377795072	262144
R	42863177728	4096
R	37483200512	4096
W	46101692416	262144
W	12672827392	262144
W	50601656320	262144
W	20433076224	262144
W	36888903680	262144
R	52481032192	65536
R	48052436992	131072
W	15003549696	262144
R	5964955648	131072
W	5770051584	262144
R	20537147392	131072
R	21653291008	65536
R	2251685888	131072
W	18508152832	262144
R	42271477760	4096
R	12631932928	65536
W	45813334016	262144
W	30212358144	262144
W	50870353920	262144
R	46777368576	65536
R	12704415744	131072
W	50423922688	262144
W	18885640192	262144
W	27276083200	262144
W	25610420224	262144
R	17188716544	65536
W	39295123456	262144
W	38869139456	262144
W	17443848192	262144
W	4477157376	262144
W	33047183360	262144
R	31395610624	65536
W	13478920192	262144
W	43479990272	262144
R	44692942848	4096
W	49579556864	262144
W	23394254848	262144
W	21855469568	262144
R	39582957568	131072
W	2850816000	262144
W	38161088512	262144
R	26730430464	131072
R	20433076224	131072
W	17494441984	262144
W	51840286720	262144
R	49968578560	131072
W	42890166272	262144
W	45351174144	262144
W	32893304832	262144
W	41876979712	262144
W	44972376064	262144
W	42080141312	262144
R	48782245888	65536
W	45171343360	262144
R	28932177920	65536
R	21653291008	65536
W	33355202560	262144
W	7032012800	262144
W	4740874240	262144
W	39220936704	262144
W	30413160448	262144
W	33023066112	262144
R	42340368384	4096
W	38383386624	262144
W	52323155968	262144
W	23891017728	262144
R	41087791104	4096
R	36599607296	4096
W	17695506432	262144
R	15357313024	65536
W	36619943936	262144
W	16368009216	262144
W	41933340672	262144
W	29368254464	262144
R	30212489216	131072
W	13119258624	262144
R	35071328256	65536
R	44747063296	131072
W	24263786496	262144
W	783810560	262144
W	35210133504	262144
W	42262855680	262144
R	215875584	131072
R	13119389696	131072
R	19781582848	65536
R	44345786368	65536
W	33714864128	262144
W	19459211264	262144
W	34205597696	262144
W	29385031680	262144
W	42375577600	262144
W	52512686080	262144
R	14347075584	65536
R	19781582848	65536
W	38974783488	262144
W	23321378816	262144
W	16925065216	262144
W	2593914880	262144
R	10057285632	65536
W	35532570624	262144
R	37397200896	131072
W	12136218624	262144
W	29043982336	262144
W	13684178944	262144
W	3879206912	262144
W	40164130816	262144
R	5720768512	65536
W	3257663488	262144
W	25098977280	262144
W	31282954240	262144
W	13201833984	262144
W	2145386496	262144
W	21282160640	262144
W	3507224576	262144
W	12944408576	262144
R	8576434176	65536
W	44765544448	262144
R	36599562240	65536
R	29706780672	4096
R	44716077056	4096
R	1079476224	4096
R	20537155584	4096
W	9535225856	262144
W	42912186368	262144
R	35832594432	65536
R	36050444288	4096
R	36889034752	131072
W	436731904	262144
R	50772180992	65536
W	8926265344	262144
W	43643305984	262144
R	29422256128	131072
W	4557373440	262144
W	27428126720	262144
W	39057358848	262144
R	25495601152	65536
R	23318683648	4096
R	13684310016	131072
W	46528462848	262144
R	43589828608	131072
W	47078965248	262144
W	33892859904	262144
W	505413632	262144
W	43160436736	262144
R	17165844480	65536
W	39172702208	262144
W	27521712128	262144
R	42080272384	131072
R	35062415360	131072
R	505544704	131072
W	51542753280	262144
W	17573871616	262144
W	35366633472	262144
W	8639217664	262144
R	23891148800	131072
R	25415254016	131072
R	20537155584	4096
W	14567866368	262144
R	23321485312	4096
R	2251685888	131072
W	5827198976	262144
W	20711735296	262144
W	40348418048	262144
W	14227079168	262144
W	9725804544	262144
W	23818928128	262144
W	9028239360	262144
W	18660720640	262144
W	35419848704	262144
R	17188753408	4096
R	33023066112	65536
R	28618285056	4096
R	29561454592	65536
W	24790433792	262144
W	31404326912	262144
W	22368485376	262144
W	258736128	262144
W	12312641536	262144
R	8907583488	4096
W	14757920768	262144
R	20031643648	4096
R	22883119104	4096
R	41727950848	131072
W	9299296256	262144
R	31722700800	131072
R	23880269824	131072
W	23154917376	262144
W	15361900544	262144
R	15362031616	131072
W	46078361600	262144
W	25146687488	262144
R	29561454592	65536
R	21282160640	131072
R	20469907456	65536
W	16784293888	262144
R	17064394752	131072
W	21275607040	262144
W	46159364096	262144
W	17927766016	262144
W	32600227840	262144
W	49517953024	262144
W	39033503744	262144
R	6276382720	65536
R	17165844480	65536
R	48349933568	4096
W	50007375872	262144
W	30730878976	262144
W	13450870784	262144
W	51856539648	262144
R	24148856832	4096
R	17487486976	4096
R	28354412544	131072
W	50482905088	262144
W	18183356416	262144
W	26354647040	262144
W	17478451200	262144
R	43742396416	65536
W	35621699584	262144
W	20246429696	262144
W	23797956608	262144
W	43388502016	262144
W	7726956544	262144
W	28363456512	262144
R	33639563264	65536
R	51334217728	4096
W	37090492416	262144
W	20383268864	262144
W	45088243712	262144
W	20259536896	262144
W	39034814464	262144
R	2849628160	4096
W	38073794560	262144
W	36207067136	262144
W	48108666880	262144
R	14758051840	131072
R	6371803136	131072
W	18022924288	262144
W	44040192000	262144
R	2407006208	65536
W	8205107200	262144
W	15548809216	262144
W	2439249920	262144
R	6481948672	4096
R	5841879040	131072
R	10616700928	131072
R	2407067648	4096
R	9849274368	131072
W	15977152512	262144
W	3519545344	262144
W	44145311744	262144
R	30893670400	65536
W	48264642560	262144
R	30199906304	65536
W	24253300736	262144
W	9362472960	262144
R	50626822144	131072
R	47788027904	4096
W	13900185600	262144
W	13010206720	262144
W	17169383424	262144
W	37182504960	262144
R	45782269952	131072
W	3138387968	262144
W	34001911808	262144
R	4557373440	131072
R	46173847552	65536
R	45980057600	131072
W	16527654912	262144
W	13393461248	262144
R	31283064832	4096
W	10025697280	262144
R	20246560768	65536
R	8639348736	65536
W	29575086080	262144
W	1897398272	262144
W	46095138816	262144
W	6521618432	262144
R	39626969088	4096
W	48931536896	262144
R	18574475264	4096
R	23798087680	131072
R	51728875520	4096
W	15268577280	262144
W	30269243392	262144
W	50891325440	262144
W	44496322560	262144
W	40400584704	262144
W	34476392448	262144
R	30731010048	131072
R	51663601664	65536
W	51752730624	262144
W	51263307776	262144
W	29764878336	262144
W	37411618816	262144
R	15362097152	65536
W	11803033600	262144
R	37397200896	131072
W	43116920832	262144
W	50440962048	262144
W	9239527424	262144
R	14405730304	131072
W	26193428480	262144
W	43839389696	262144
R	41087664128	131072
W	19215941632	262144
R	34205663232	65536
R	45171343360	65536
R	28363587584	65536
R	52257099776	4096
R	24562237440	131072
W	29908533248	262144
R	5975834624	131072
W	1041760256	262144
W	31758221312	262144
R	32228376576	131072
R	505610240	65536
W	23404740608	262144
W	46390837248	262144
W	42846650368	262144
R	45088309248	65536
R	44563431424	131072
R	20031602688	65536
W	25514999808	262144
W	1768423424	262144
R	12631990272	4096
R	43967512576	65536
W	44865159168	262144
R	5684330496	131072
W	38510526464	262144
W	9752281088	262144
W	51946979328	262144
R	13478920192	131072
W	47261679616	262144
W	47855435776	262144
R	6875054080	65536
R	6714793984	4096
W	10314317824	262144
W	32991084544	262144
R	49840865280	4096
W	32136757248	262144
R	23748149248	131072
R	49026301952	131072
R	18125160448	65536
W	6335234048	262144
W	42865000448	262144
W	19230621696	262144
W	33523499008	262144
W	36425433088	262144
W	22721331200	262144
R	4061790208	65536
R	50626822144	65536
R	13139509248	65536
R	45782269952	4096
W	6637748224	262144
R	12498632704	131072
R	31381913600	131072
W	48154017792	262144
R	42738581504	65536
W	22725525504	262144
W	38761398272	262144
R	37397286912	4096
R	34268446720	65536
W	6443237376	262144
W	5950144512	262144
W	15851585536	262144
R	19191955456	131072
R	8739205120	4096
W	14522515456	262144
W	33854062592	262144
W	35206201344	262144
W	42292740096	262144
W	3531079680	262144
W	43458756608	262144
W	41053585408	262144
W	45973241856	262144
W	47548727296	262144
R	546570240	131072
W	28012445696	262144
W	51265404928	262144
W	20716191744	262144
W	44182536192	262144
W	17325359104	262144
R	43768389632	4096
W	42335207424	262144
W	33509605376	262144
R	27219406848	4096
R	36982358016	131072
W	23227793408	262144
W	52152762368	262144
W	20773601280	262144
R	40821587968	131072
R	51223330816	131072
R	18125160448	65536
W	31934382080	262144
W	38118621184	262144
R	2439462912	4096
R	30731112448	4096
W	47341633536	262144
W	37585682432	262144
R	4061843456	4096
R	6272843776	131072
W	48558243840	262144
R	33079988224	4096
W	5860229120	262144
R	46922989568	131072
R	13201833984	131072
W	29722935296	262144
W	41162637312	262144
W	27661434880	262144
W	33274200064	262144
R	47079137280	4096
R	25099051008	4096
R	26193494016	65536
R	30388621312	4096
W	22525247488	262144
R	44145414144	4096
R	13201833984	65536
W	11739594752	262144
W	13223854080	262144
W	25134628864	262144
W	29611786240	262144
W	2000158720	262144
R	14818639872	4096
W	39534985216	262144
W	18345623552	262144
W	993787904	262144
R	34289401856	4096
W	48606216192	262144
R	50767593472	131072
W	11588337664	262144
R	40105541632	65536
W	43940315136	262144
W	49692016640	262144
R	50482970624	65536
R	6272843776	131072
W	35991060480	262144
R	29723111424	4096
R	25338183680	65536
R	52336852992	65536
R	13590331392	131072
W	52044234752	262144
W	28874375168	262144
W	52252639232	262144
W	34639708160	262144
R	14137561088	4096
W	36942905344	262144
W	5897191424	262144
W	39051329536	262144
R	42310434816	65536
W	13445103616	262144
R	29554900992	131072
W	23608688640	262144
R	7726956544	131072
W	45008027648	262144
W	7009468416	262144
W	13256884224	262144
W	14000586752	262144
W	1646002176	262144
W	41672245248	262144
W	10734010368	262144
R	25263472640	131072
W	18706071552	262144
W	11956387840	262144
W	29450829824	262144
W	26631733248	262144
W	47494201344	262144
R	11739725824	131072
W	39543898112	262144
W	1519124480	262144
R	5518524416	131072
R	46101823488	65536
R	12312641536	131072
W	10783031296	262144
W	1355808768	262144
W	46892843008	262144
R	34268446720	65536
W	48852107264	262144
R	21287010304	65536
W	44326453248	262144
R	37836423168	65536
R	14936440832	131072
W	45569802240	262144
W	42377150464	262144
R	15798894592	65536
W	2094530560	262144
W	11100487680	262144
W	37031247872	262144
W	45462847488	262144
W	22611492864	262144
R	7279869952	131072
W	7736131584	262144
W	7009206272	262144
W	1744306176	262144
W	46026457088	262144
R	27219394560	65536
W	25621954560	262144
W	32599179264	262144
R	45351186432	4096
W	43465834496	262144
W	44981026816	262144
W	51727564800	262144
W	13188988928	262144
W	32878100480	262144
W	34234957824	262144
W	44997541888	262144
R	15699734528	4096
W	19517407232	262144
R	10025828352	131072
W	5649465344	262144
W	39562248192	262144
W	42175037440	262144
R	5827330048	65536
W	35863134208	262144
W	13518503936	262144
R	25610551296	65536
R	607416320	4096
R	17991139328	65536
R	28363636736	4096
W	34221588480	262144
W	35723149312	262144
R	7726956544	65536
W	39790051328	262144
W	17014194176	262144
R	33919074304	131072
R	44765609984	65536
R	46195474432	65536
R	3957325824	131072
W	41374711808	262144
W	17869045760	262144
W	17037000704	262144
R	26201608192	4096
R	5518610432	4096
R	14522580992	65536
R	14130872320	131072
W	10586947584	262144
R	21502492672	65536
W	42826989568	262144
W	24685051904	262144
R	14463873024	4096
R	21714255872	4096
W	620494848	262144
R	12685541376	65536
W	6984302592	262144
R	13900185600	131072
W	22255501312	262144
R	43839389696	131072
W	47372304384	262144
W	14132969472	262144
W	36666081280	262144
W	15615131648	262144
W	9281994752	262144
R	17869152256	4096
W	27124563968	262144
W	23280746496	262144
W	26562002944	262144
W	23169335296	262144
R	23318626304	131072
R	44763250688	65536
R	7428374528	131072
W	41714188288	262144
W	44688998400	262144
R	46026653696	65536
W	30432559104	262144
W	31596478464	262144
R	46095331328	4096
W	42849271808	262144
W	12057837568	262144
W	25068044288	262144
W	4880334848	262144
R	37585899520	4096
R	38161154048	65536
W	14806679552	262144
R	1646133248	131072
R	49604935680	4096
R	50499158016	65536
W	5360844800	262144
W	48120201216	262144
W	37353160704	262144
W	28952231936	262144
R	35723149312	131072
R	8021790720	4096
W	26417037312	262144
R	26718633984	131072
R	14230093824	131072
R	50007576576	4096
R	50007572480	65536
R	22611623936	131072
R	36620075008	131072
W	27837333504	262144
R	37090684928	4096
W	23847239680	262144
R	25099051008	4096
W	22946512896	262144
W	51428458496	262144
W	16474963968	262144
W	31498960896	262144
W	52340981760	262144
R	9299451904	4096
W	21363163136	262144
W	50640977920	262144
W	44697911296	262144
W	23375904768	262144
W	49013325824	262144
R	35366789120	4096
R	6276382720	4096
W	22616997888	262144
W	26882867200	262144
R	2594111488	65536
R	42863177728	4096
W	11253055488	262144
R	29368254464	65536
W	39971979264	262144
W	33400029184	262144
W	44783370240	262144
W	24902631424	262144
W	48391782400	262144
W	17912299520	262144
W	7367032832	262144
W	45755138048	262144
R	5360979968	4096
W	50756845568	262144
W	34487402496	262144
R	44747083776	4096
W	4842586112	262144
W	11703943168	262144
W	18208260096	262144
R	42375811072	4096
R	8773304320	131072
W	16049504256	262144
R	11713523712	4096
W	42719772672	262144
W	42532339712	262144
W	35823550464	262144
W	4625793024	262144
R	37353160704	65536
R	50265948160	4096
W	51130925056	262144
R	4741005312	65536
W	48719462400	262144
R	11588403200	65536
W	29742596096	262144
W	26313490432	262144
R	43940511744	4096
W	45771653120	262144
R	14760542208	131072
W	21987328000	262144
R	36666220544	4096
W	19748093952	262144
W	28917366784	262144
W	26289111040	262144
W	42596040704	262144
W	9739436032	262144
W	31691898880	262144
R	31722721280	4096
W	2727870464	262144
W	25699024896	262144
W	9162194944	262144
W	31925469184	262144
W	1605632000	262144
W	16317677568	262144
R	14230093824	65536
W	39804731392	262144
R	13119500288	4096
W	44414271488	262144
R	258801664	65536
W	48598876160	262144
R	28633530368	65536
R	41714356224	4096
W	25526009856	262144
W	9428795392	262144
W	23482335232	262144
W	5981077504	262144
R	993984512	65536
W	38559023104	262144
W	20531642368	262144
W	42760142848	262144
R	30893670400	65536
W	443809792	262144
W	16207314944	262144
R	50496331776	4096
W	33609482240	262144
W	48106045440	262144
W	5609881600	262144
W	37416337408	262144
W	41355837440	262144
W	22641115136	262144
W	32926859264	262144
W	14861729792	262144
R	20985544704	131072
W	16048193536	262144
R	9535356928	65536
W	43307761664	262144
R	52257095680	65536
W	48473833472	262144
W	12203327488	262144
R	48052436992	131072
W	41546940416	262144
W	28881715200	262144
W	43597955072	262144
W	35415392256	262144
W	30654857216	262144
W	26218856448	262144
W	45027164160	262144
W	32579518464	262144
W	11641028608	262144
W	26531856384	262144
W	51772391424	262144
R	51223330816	131072
R	35832647680	4096
W	25311313920	262144
W	39143342080	262144
W	25140658176	262144
R	11246239744	131072
W	27678474240	262144
W	26800816128	262144
R	5684330496	65536
W	37434949632	262144
R	13863485440	131072
W	26011762688	262144
W	40112750592	262144
W	23734255616	262144
W	28677505024	262144
R	48558374912	131072
W	16277831680	262144
W	35859464192	262144
W	17922260992	262144
W	1200619520	262144
W	35469393920	262144
W	39665532928	262144
R	1519194112	4096
R	38308347904	65536
R	8639393792	4096
W	22681223168	262144
W	49853497344	262144
W	9223274496	262144
R	51840352256	65536
W	42853466112	262144
W	24876154880	262144
W	21083979776	262144
R	51728875520	65536
W	31497650176	262144
W	10246946816	262144
W	17814519808	262144
W	48598089728	262144
R	37182504960	131072
R	34289352704	65536
W	13706461184	262144
W	14890827776	262144
R	41965977600	65536
R	51727695872	131072
R	17869111296	65536
W	34815344640	262144
R	9362472960	131072
W	40932474880	262144
W	7848067072	262144
W	37485019136	262144
W	51108904960	262144
R	12299427840	4096
W	37119066112	262144
W	29540745216	262144
W	31160008704	262144
R	42865000448	65536
R	42760179712	4096
W	50499158016	262144
W	5736497152	262144
W	4634181632	262144
W	49700929536	262144
W	7569145856	262144
R	25263525888	4096
